temperature,humidity,pressure,wind_speed,wind_direction,rain,cloudiness,description,condition_type,label
27.06,88,1010,0.82,66,1.89,100,6,1,bahaya
27.7,89,1007,0.53,138,1.88,100,6,1,bahaya
22.81,99,1009,0.52,237,2.29,95,6,1,bahaya
24.14,98,1008,0.32,8,4.19,99,6,1,bahaya
27.23,91,1005,1.16,155,3.82,97,6,1,bahaya
25.36,92,1010,1.24,250,1.69,97,6,1,bahaya
24.78,94,1008,0.83,67,1.64,91,6,1,bahaya
24.18,97,1009,0.41,93,6.06,100,6,1,bahaya
25.88,91,1007,0.82,249,1.88,93,6,1,bahaya
27.14,89,1008,0.58,18,1.41,92,6,1,bahaya
24.19,97,1009,0.39,92,5.83,100,6,1,bahaya
23.96,98,1008,0.38,99,9.26,100,7,1,bahaya
22.83,96,1008,0.86,239,1.32,99,6,1,bahaya
26.19,91,1009,0.84,81,3.19,100,6,1,bahaya
27.39,89,1006,1.01,144,2.36,100,6,1,bahaya
27.35,79,1009,1.94,287,3.25,100,6,1,bahaya
26.04,93,1007,0.58,92,1.3,76,6,1,bahaya
22.55,99,1009,0.68,233,2.45,98,6,1,bahaya
26.91,90,1006,0.97,337,1.24,90,6,1,bahaya
25.54,93,1007,0.98,220,2.06,94,6,1,bahaya
27.96,85,1006,1.47,118,1.36,50,6,1,bahaya
22.78,99,1010,0.72,245,1.56,97,6,1,bahaya
28.34,85,1006,0.36,336,1.35,96,6,1,bahaya
28.74,83,1008,1.25,152,2.56,95,6,1,bahaya
28.86,82,1006,1.48,49,1.94,95,6,1,bahaya
27.68,89,1007,0.5,138,1.83,100,6,1,bahaya
23.04,98,1009,0.66,256,1.6,100,6,1,bahaya
23.76,99,1008,0.37,300,3.63,100,6,1,bahaya
28.54,79,1010,1.16,19,1.42,98,6,1,bahaya
22.88,98,1009,0.75,243,1.66,97,6,1,bahaya
23.04,99,1008,0.95,302,2.4,100,6,1,bahaya
28.92,83,1008,1.54,48,1.87,100,6,1,bahaya
22.88,99,1009,0.75,240,1.89,98,6,1,bahaya
25.14,94,1009,0.3,79,2.77,98,6,1,bahaya
27.43,82,1006,1.32,44,2.19,99,6,1,bahaya
23.87,97,1009,0.21,86,2.16,94,6,1,bahaya
24.39,96,1006,0.51,358,2.95,96,6,1,bahaya
23.46,98,1008,0.72,245,2.22,98,6,1,bahaya
23.16,98,1009,0.77,245,1.83,98,6,1,bahaya
26.72,88,1006,0.76,331,1.41,92,6,1,bahaya
24.66,95,1010,0.28,126,1.42,92,6,1,bahaya
28.28,86,1006,1.15,118,1.42,58,6,1,bahaya
29.04,76,1007,1.04,63,1.36,100,6,1,bahaya
22.88,99,1008,0.71,272,2.93,100,6,1,bahaya
26.58,92,1005,0.75,140,1.65,100,6,1,bahaya
23.95,98,1010,0.65,26,1.91,100,6,1,bahaya
27.77,77,1008,1.99,286,3.01,97,6,1,bahaya
29.13,79,1007,1.03,67,2.19,69,6,1,bahaya
27.97,87,1006,0.14,353,2.16,98,6,1,bahaya
24.05,98,1008,0.4,97,8.01,100,7,1,bahaya
28.72,81,1006,1.0,74,2.5,90,6,1,bahaya
27.72,84,1009,1.25,251,1.35,90,6,1,bahaya
26.02,91,1010,1.06,283,2.11,98,6,1,bahaya
28.15,76,1008,2.03,285,2.92,96,6,1,bahaya
23.85,96,1006,0.63,355,3.04,96,6,1,bahaya
29.65,80,1007,1.4,156,1.41,79,6,1,bahaya
25.5,93,1008,0.37,79,2.75,97,6,1,bahaya
28.22,83,1007,0.7,198,1.7,100,6,1,bahaya
24.24,97,1009,0.21,86,4.65,100,6,1,bahaya
24.74,96,1009,0.74,286,1.64,100,6,1,bahaya
28.09,86,1007,1.11,147,2.75,100,6,1,bahaya
29.65,77,1008,1.31,54,1.5,67,6,1,bahaya
29.33,80,1008,1.32,153,2.06,89,6,1,bahaya
24.76,96,1009,0.75,286,1.59,100,6,1,bahaya
28.92,81,1007,1.54,46,1.26,92,6,1,bahaya
29.34,80,1007,0.72,176,1.93,84,6,1,bahaya
23.77,97,1008,0.79,276,7.74,100,6,1,bahaya
29.37,72,1007,1.0,337,1.77,96,6,1,bahaya
27.71,85,1008,1.48,43,1.28,99,6,1,bahaya
29.23,75,1007,1.25,66,1.36,100,6,1,bahaya
29.04,83,1006,0.85,172,2.0,80,6,1,bahaya
22.55,99,1009,0.76,233,2.44,100,6,1,bahaya
23.76,98,1009,0.21,122,2.09,95,6,1,bahaya
27.62,86,1009,1.11,72,1.42,100,6,1,bahaya
28.2,82,1009,1.14,250,1.35,88,6,1,bahaya
26.1,91,1009,0.57,18,1.3,91,6,1,bahaya
23.9,97,1008,1.22,300,1.85,100,6,1,bahaya
23.06,99,1008,0.88,303,1.68,100,6,1,bahaya
23.38,99,1007,1.38,302,2.7,100,6,1,bahaya
29.9,77,1007,0.43,196,1.52,97,6,1,bahaya
32.13,56,1007,2.36,279,3.21,100,6,1,bahaya
28.87,72,1006,0.54,328,1.96,99,6,1,bahaya
25.98,88,1009,1.35,288,2.36,100,6,1,bahaya
22.93,98,1008,0.79,239,1.92,100,6,1,bahaya
28.91,82,1007,1.22,149,2.1,91,6,1,bahaya
28.48,83,1006,0.2,342,1.7,98,6,1,bahaya
30.01,66,1008,2.27,282,3.91,97,6,1,bahaya
26.41,90,1009,0.69,62,2.07,98,6,1,bahaya
28.29,85,1006,1.44,48,2.35,99,6,1,bahaya
22.83,96,1008,0.86,239,1.33,99,6,1,bahaya
23.03,99,1008,1.05,304,1.93,100,6,1,bahaya
22.82,97,1008,0.7,238,1.76,97,6,1,bahaya
22.79,99,1010,0.59,239,2.06,95,6,1,bahaya
25.46,91,1007,1.2,7,1.67,100,6,1,bahaya
31.43,60,1007,2.36,278,2.66,91,6,1,bahaya
24.23,97,1009,0.21,86,4.83,100,6,1,bahaya
29.36,80,1006,1.55,48,1.51,92,6,1,bahaya
24.71,96,1009,0.73,284,1.75,100,6,1,bahaya
26.25,88,1011,1.48,251,1.41,95,6,1,bahaya
28.18,85,1007,1.18,151,2.79,100,6,1,bahaya
26.16,93,1006,0.81,333,1.23,91,6,1,bahaya
23.01,98,1009,0.71,272,1.93,99,6,1,bahaya
26.13,94,1006,0.81,333,1.24,91,6,1,bahaya
27.85,86,1010,0.85,95,1.78,20,6,1,bahaya
22.84,98,1008,0.78,237,2.42,100,6,1,bahaya
27.61,84,1009,1.38,275,1.92,98,6,1,bahaya
24.72,95,1009,0.72,281,2.05,99,6,1,bahaya
24.65,96,1009,0.7,282,1.93,100,6,1,bahaya
23.64,97,1008,0.72,76,1.4,87,6,1,bahaya
28.78,83,1007,1.01,162,2.5,90,6,1,bahaya
23.77,98,1009,0.21,121,2.24,95,6,1,bahaya
29.95,66,1008,2.26,282,4.17,100,6,1,bahaya
28.71,83,1006,1.47,49,2.07,96,6,1,bahaya
28.44,82,1008,1.08,250,1.35,87,6,1,bahaya
30.09,75,1007,0.17,191,1.47,97,6,1,bahaya
26.03,91,1009,0.72,63,1.97,96,6,1,bahaya
24.11,95,1010,1.03,246,1.5,96,6,1,bahaya
23.07,98,1008,0.55,288,3.14,99,6,1,bahaya
27.27,88,1007,1.37,210,1.75,98,6,1,bahaya
29.37,72,1007,1.0,337,1.77,96,6,1,bahaya
29.5,77,1008,0.8,199,1.56,98,6,1,bahaya
28.97,83,1006,0.97,121,1.52,69,6,1,bahaya
27.05,86,1006,0.97,73,2.19,89,6,1,bahaya
26.91,93,1005,1.13,155,4.09,99,6,1,bahaya
23.42,99,1007,1.12,301,2.33,100,6,1,bahaya
29.5,73,1008,1.3,51,1.31,100,6,1,bahaya
22.85,99,1009,0.66,265,1.72,100,6,1,bahaya
26.09,89,1007,0.88,9,1.49,95,6,1,bahaya
27.2,82,1009,1.76,287,2.85,99,6,1,bahaya
23.02,99,1008,0.6,290,3.22,100,6,1,bahaya
23.8,97,1008,1.33,299,3.03,100,6,1,bahaya
22.76,96,1008,0.86,237,1.52,100,6,1,bahaya
27.62,85,1008,1.51,43,1.42,99,6,1,bahaya
26.19,93,1007,0.7,137,1.45,94,6,1,bahaya
28.56,86,1007,0.72,113,1.58,57,6,1,bahaya
29.02,80,1008,0.63,197,1.73,99,6,1,bahaya
27.91,87,1007,1.01,144,2.62,100,6,1,bahaya
22.59,99,1009,0.65,234,2.43,97,6,1,bahaya
23.32,97,1008,0.84,244,1.76,100,6,1,bahaya
28.03,86,1007,0.78,125,1.41,76,6,1,bahaya
28.26,80,1010,1.72,284,2.88,98,6,1,bahaya
28.5,79,1006,1.43,45,1.55,92,6,1,bahaya
22.78,99,1010,0.64,240,1.9,96,6,1,bahaya
26.06,91,1010,1.07,283,2.11,98,6,1,bahaya
27.7,84,1008,1.48,43,1.34,99,6,1,bahaya
24.88,95,1010,0.46,24,1.68,95,6,1,bahaya
26.9,91,1009,0.42,134,1.42,92,6,1,bahaya
30.26,65,1008,2.29,280,3.44,94,6,1,bahaya
24.02,97,1008,0.59,74,1.99,92,6,1,bahaya
29.64,78,1006,1.46,51,1.35,79,6,1,bahaya
29.69,72,1008,1.2,343,1.62,94,6,1,bahaya
24.72,95,1006,0.77,35,2.23,99,6,1,bahaya
25.31,91,1008,0.96,67,1.46,76,6,1,bahaya
25.95,91,1009,1.05,282,2.1,99,6,1,bahaya
28.54,82,1010,0.94,78,1.78,28,6,1,bahaya
27.98,87,1006,0.34,357,2.2,96,6,1,bahaya
28.1,82,1009,1.16,71,1.41,100,6,1,bahaya
25.49,93,1008,0.69,87,5.86,100,6,1,bahaya
22.97,99,1009,0.75,239,2.14,99,6,1,bahaya
29.65,77,1009,1.08,60,1.73,47,6,1,bahaya
26.27,92,1009,0.51,133,1.28,89,6,1,bahaya
24.23,94,1010,0.97,255,1.41,98,6,1,bahaya
28.98,80,1008,0.92,204,1.6,97,6,1,bahaya
27.41,87,1009,1.06,74,1.5,99,6,1,bahaya
23.38,99,1007,1.39,302,2.74,100,6,1,bahaya
23.72,99,1009,0.37,300,3.53,100,6,1,bahaya
29.58,79,1006,1.55,48,1.31,89,6,1,bahaya
26.21,93,1006,0.79,333,1.27,91,6,1,bahaya
28.43,84,1006,1.25,119,1.43,59,6,1,bahaya
28.42,83,1007,1.15,206,1.67,98,6,1,bahaya
24.09,97,1009,0.18,83,2.45,96,6,1,bahaya
27.27,82,1006,1.3,43,2.16,99,6,1,bahaya
29.03,77,1008,1.27,67,1.39,100,6,1,bahaya
23.01,99,1008,1.03,304,1.87,100,6,1,bahaya
27.98,87,1007,0.79,144,2.26,100,6,1,bahaya
22.53,98,1008,0.79,233,2.2,100,6,1,bahaya
22.99,98,1008,0.52,209,1.66,93,6,1,bahaya
28.16,80,1006,0.36,342,2.2,98,6,1,bahaya
25.5,93,1008,0.6,89,5.25,97,6,1,bahaya
29.46,79,1006,1.53,49,1.42,89,6,1,bahaya
28.74,82,1007,1.08,205,1.65,98,6,1,bahaya
22.85,99,1009,0.66,266,1.73,100,6,1,bahaya
22.69,99,1009,0.58,235,2.36,96,6,1,bahaya
26.93,88,1010,0.69,62,2.13,100,6,1,bahaya
28.72,86,1006,0.69,117,1.51,69,6,1,bahaya
26.1,89,1006,1.41,38,2.69,99,6,1,bahaya
27.67,83,1006,1.35,45,2.22,99,6,1,bahaya
24.56,96,1009,0.73,288,1.71,100,6,1,bahaya
22.44,99,1009,0.76,232,2.51,100,6,1,bahaya
22.49,99,1009,0.76,234,2.34,99,6,1,bahaya
23.88,98,1008,0.33,106,7.56,98,6,1,bahaya
28.96,79,1006,1.04,70,2.03,94,6,1,bahaya
29.19,76,1007,1.28,67,1.41,99,6,1,bahaya
25.82,94,1006,0.79,336,1.45,91,6,1,bahaya
25.58,93,1009,0.95,19,1.56,97,6,1,bahaya
29.47,73,1008,1.3,53,1.32,100,6,1,bahaya
26.55,80,1006,1.21,39,2.04,99,6,1,bahaya
29.33,75,1007,1.15,64,1.27,100,6,1,bahaya
30.64,65,1008,2.29,278,2.29,86,6,1,bahaya
22.63,99,1009,0.75,238,1.97,98,6,1,bahaya
26.76,89,1009,0.96,78,2.76,100,6,1,bahaya
29.03,82,1007,0.89,168,2.26,85,6,1,bahaya
29.25,76,1006,1.08,65,1.46,98,6,1,bahaya
28.04,74,1006,0.64,325,1.99,100,6,1,bahaya
29.21,75,1008,1.29,66,1.39,100,6,1,bahaya
22.57,99,1009,0.66,233,2.44,98,6,1,bahaya
22.78,99,1009,0.74,242,1.61,97,6,1,bahaya
26.02,92,1010,0.54,20,1.28,91,6,1,bahaya
28.01,83,1010,1.59,283,2.18,95,6,1,bahaya
27.01,90,1006,0.99,337,1.24,90,6,1,bahaya
29.04,74,1006,0.42,331,1.82,99,6,1,bahaya
25.29,93,1009,0.33,79,2.76,97,6,1,bahaya
23.81,98,1008,0.67,297,2.88,100,6,1,bahaya
28.07,83,1009,1.16,71,1.41,100,6,1,bahaya
25.99,92,1008,0.88,18,1.54,96,6,1,bahaya
23.91,98,1009,0.31,298,3.23,100,6,1,bahaya
27.1,89,1009,0.73,138,1.91,93,6,1,bahaya
24.55,97,1010,0.48,291,1.78,100,6,1,bahaya
26.77,93,1005,1.12,154,4.21,100,6,1,bahaya
24.33,97,1006,0.54,35,2.05,99,6,1,bahaya
29.45,78,1008,0.65,180,1.79,88,6,1,bahaya
26.81,91,1009,0.42,133,1.38,91,6,1,bahaya
22.95,99,1008,0.9,303,2.0,100,6,1,bahaya
27.17,90,1007,1.09,213,1.79,92,6,1,bahaya
24.46,96,1008,0.71,280,3.08,100,6,1,bahaya
30.08,76,1007,0.18,189,1.55,94,6,1,bahaya
28.46,86,1005,1.38,162,1.34,75,6,1,bahaya
29.9,75,1008,0.32,190,1.46,97,6,1,bahaya
27.49,83,1008,1.44,42,1.47,99,6,1,bahaya
29.07,72,1008,2.14,282,2.71,92,6,1,bahaya
27.53,85,1009,1.23,273,2.08,98,6,1,bahaya
24.39,96,1008,0.72,279,3.5,100,6,1,bahaya
23.83,97,1009,0.22,124,1.54,95,6,1,bahaya
30.65,66,1008,2.06,280,2.83,99,6,1,bahaya
22.84,99,1009,0.62,258,1.47,100,6,1,bahaya
26.44,88,1009,1.1,272,1.7,98,6,1,bahaya
25.43,93,1008,0.59,89,5.31,97,6,1,bahaya
26.34,88,1006,1.44,38,2.36,99,6,1,bahaya
30.21,76,1007,0.08,192,1.47,97,6,1,bahaya
23.46,98,1008,0.72,245,2.22,98,6,1,bahaya
23.41,97,1008,0.26,91,1.54,88,6,1,bahaya
24.71,96,1009,0.73,284,1.76,100,6,1,bahaya
26.98,88,1009,0.67,61,2.16,100,6,1,bahaya
29.49,73,1008,1.28,53,1.3,100,6,1,bahaya
22.94,98,1008,0.8,230,2.45,99,6,1,bahaya
29.63,79,1006,1.55,48,1.27,88,6,1,bahaya
24.29,98,1009,0.22,295,2.15,100,6,1,bahaya
22.49,99,1009,0.73,229,2.43,99,6,1,bahaya
25.38,92,1009,0.78,65,1.8,93,6,1,bahaya
22.84,96,1008,0.85,238,1.38,99,6,1,bahaya
23.94,98,1009,0.52,297,2.05,100,6,1,bahaya
22.61,99,1009,0.68,224,2.24,97,6,1,bahaya
25.64,91,1009,1.07,273,6.31,98,6,1,bahaya
27.29,88,1007,1.3,208,1.77,99,6,1,bahaya
27.27,87,1007,1.0,203,1.48,99,6,1,bahaya
29.15,76,1006,0.35,333,1.72,99,6,1,bahaya
28.8,85,1006,0.73,119,1.52,69,6,1,bahaya
27.25,81,1009,1.75,284,2.78,99,6,1,bahaya
28.49,82,1007,0.63,197,1.73,100,6,1,bahaya
26.79,90,1007,1.08,206,1.53,100,6,1,bahaya
23.46,99,1007,0.67,303,6.21,100,6,1,bahaya
23.44,99,1008,0.91,299,3.65,100,6,1,bahaya
22.86,99,1009,0.64,259,2.17,100,6,1,bahaya
28.35,85,1007,1.45,48,2.22,99,6,1,bahaya
24.22,97,1009,0.35,90,5.3,100,6,1,bahaya
28.76,78,1008,1.17,65,1.54,100,6,1,bahaya
28.27,85,1007,1.11,150,2.75,100,6,1,bahaya
22.93,98,1008,0.89,314,1.53,100,6,1,bahaya
24.61,96,1006,0.71,346,2.26,93,6,1,bahaya
23.39,99,1007,1.34,302,2.65,100,6,1,bahaya
27.93,85,1006,1.49,118,1.35,50,6,1,bahaya
24.62,96,1010,1.06,20,1.56,98,6,1,bahaya
29.42,81,1007,0.94,168,1.93,81,6,1,bahaya
23.66,98,1008,0.8,248,2.14,99,6,1,bahaya
22.97,98,1008,0.75,239,2.15,100,6,1,bahaya
22.88,99,1009,0.75,240,1.9,98,6,1,bahaya
27.15,91,1005,1.14,154,3.89,100,6,1,bahaya
28.25,85,1007,1.16,150,2.83,100,6,1,bahaya
25.59,94,1006,0.78,338,1.6,91,6,1,bahaya
28.26,83,1006,0.98,74,2.49,89,6,1,bahaya
22.9,99,1009,0.75,240,1.97,99,6,1,bahaya
27.1,82,1007,1.35,41,1.7,99,6,1,bahaya
26.36,92,1005,0.93,143,1.78,100,6,1,bahaya
28.33,85,1006,0.14,350,1.99,98,6,1,bahaya
30.21,76,1007,0.09,192,1.47,97,6,1,bahaya
23.88,97,1008,0.78,71,1.63,89,6,1,bahaya
28.34,85,1007,1.45,48,2.19,99,6,1,bahaya
26.09,89,1007,1.01,6,1.57,97,6,1,bahaya
26.79,93,1005,1.12,154,4.19,100,6,1,bahaya
24.03,98,1008,0.4,97,8.24,100,7,1,bahaya
28.14,84,1008,1.52,44,1.25,97,6,1,bahaya
26.99,90,1006,1.02,145,2.12,100,6,1,bahaya
27.17,86,1009,1.15,274,1.7,98,6,1,bahaya
23.26,99,1008,0.92,303,1.92,100,6,1,bahaya
26.62,94,1005,1.07,152,3.67,100,6,1,bahaya
28.31,85,1007,1.45,48,2.14,99,6,1,bahaya
24.65,96,1009,0.71,282,1.92,100,6,1,bahaya
27.75,85,1008,1.51,43,1.33,99,6,1,bahaya
25.57,94,1006,0.82,329,1.28,92,6,1,bahaya
30.25,75,1009,1.35,352,1.3,91,6,1,bahaya
29.82,79,1007,1.23,160,1.62,81,6,1,bahaya
22.6,99,1009,0.75,237,2.04,98,6,1,bahaya
25.72,90,1006,1.35,36,2.69,99,6,1,bahaya
27.04,88,1009,0.72,60,2.18,100,6,1,bahaya
23.09,98,1008,0.76,240,2.16,100,6,1,bahaya
23.37,99,1007,1.39,303,2.72,100,6,1,bahaya
23.49,97,1008,0.48,84,1.44,87,6,1,bahaya
25.56,93,1009,0.72,85,4.16,100,6,1,bahaya
24.87,95,1007,0.45,92,1.37,81,6,1,bahaya
29.09,77,1006,1.06,68,1.78,95,6,1,bahaya
23.98,98,1009,0.29,298,3.04,100,6,1,bahaya
26.22,88,1011,1.47,252,1.36,95,6,1,bahaya
23.22,98,1008,0.47,290,2.96,100,6,1,bahaya
26.78,91,1005,0.96,143,2.02,100,6,1,bahaya
22.5,98,1008,0.78,233,2.3,100,6,1,bahaya
23.48,99,1007,1.13,302,2.96,100,6,1,bahaya
27.04,89,1007,1.42,210,1.77,98,6,1,bahaya
22.93,98,1009,0.75,243,1.69,97,6,1,bahaya
25.04,93,1006,0.96,36,2.37,99,6,1,bahaya
24.21,98,1008,0.33,8,4.2,99,6,1,bahaya
23.43,98,1008,1.0,298,3.49,100,6,1,bahaya
23.31,97,1010,0.86,244,1.56,96,6,1,bahaya
28.13,86,1007,1.12,148,2.77,100,6,1,bahaya
22.49,98,1008,0.78,233,2.31,100,6,1,bahaya
26.63,89,1010,1.23,285,1.96,98,6,1,bahaya
22.51,99,1009,0.76,233,2.47,100,6,1,bahaya
27.08,89,1007,1.14,207,1.51,99,6,1,bahaya
26.62,91,1006,0.26,357,2.52,97,6,1,bahaya
22.89,99,1008,0.71,272,3.25,100,6,1,bahaya
29.05,82,1006,0.21,338,1.39,97,6,1,bahaya
24.55,96,1008,0.68,281,2.09,100,6,1,bahaya
25.84,89,1006,1.4,37,2.71,100,6,1,bahaya
29.18,76,1006,1.07,66,1.6,97,6,1,bahaya
29.48,77,1010,1.06,62,1.74,44,6,1,bahaya
30.0,73,1009,1.12,17,1.38,92,6,1,bahaya
26.36,91,1010,0.42,132,1.22,87,6,1,bahaya
29.47,79,1006,1.55,48,1.41,90,6,1,bahaya
28.07,84,1007,1.03,74,2.07,94,6,1,bahaya
27.66,84,1009,0.79,61,1.9,100,6,1,bahaya
23.91,98,1009,0.42,30,2.02,99,6,1,bahaya
22.82,99,1009,0.75,237,2.25,100,6,1,bahaya
28.72,79,1008,1.23,68,1.4,100,6,1,bahaya
22.93,99,1008,0.95,304,1.7,100,6,1,bahaya
26.65,85,1006,1.2,3,1.65,98,6,1,bahaya
28.55,82,1007,1.02,205,1.57,98,6,1,bahaya
23.2,98,1009,0.77,245,1.85,98,6,1,bahaya
28.2,81,1008,0.89,62,1.69,100,6,1,bahaya
24.97,95,1008,0.4,13,2.94,95,6,1,bahaya
29.88,74,1008,1.03,17,1.38,91,6,1,bahaya
29.46,81,1007,1.4,157,1.4,78,6,1,bahaya
22.85,96,1008,0.87,239,1.36,100,6,1,bahaya
24.11,97,1009,0.31,126,1.55,95,6,1,bahaya
23.83,98,1009,0.28,113,5.23,97,6,1,bahaya
29.67,72,1008,1.19,342,1.63,94,6,1,bahaya
24.16,97,1009,0.42,94,6.31,100,6,1,bahaya
29.26,79,1010,1.03,66,1.75,40,6,1,bahaya
27.45,87,1007,1.18,122,1.31,60,6,1,bahaya
28.92,71,1006,0.7,329,1.98,99,6,1,bahaya
23.06,95,1007,0.88,239,1.28,99,6,1,bahaya
26.92,91,1007,0.37,134,1.66,99,6,1,bahaya
23.6,98,1008,0.38,291,2.65,100,6,1,bahaya
24.32,98,1009,0.21,294,2.05,100,6,1,bahaya
27.06,86,1007,0.64,256,1.64,72,6,1,bahaya
28.76,84,1006,1.3,155,2.53,88,6,1,bahaya
30.61,64,1008,2.33,279,2.77,89,6,1,bahaya
24.69,96,1009,0.72,284,1.81,100,6,1,bahaya
23.05,96,1008,0.86,241,1.49,100,6,1,bahaya
32.02,57,1007,2.37,278,3.02,97,6,1,bahaya
28.05,85,1008,1.49,45,1.63,99,6,1,bahaya
23.62,98,1008,0.32,92,3.07,91,6,1,bahaya
26.89,87,1010,0.78,20,1.33,94,6,1,bahaya
24.92,94,1007,0.7,4,3.2,100,6,1,bahaya
28.85,81,1007,0.53,195,1.77,99,6,1,bahaya
29.39,74,1007,1.13,62,1.24,100,6,1,bahaya
23.37,99,1007,0.88,303,4.96,100,6,1,bahaya
27.51,80,1006,1.32,42,1.8,96,6,1,bahaya
27.11,92,1005,0.84,147,3.21,100,6,1,bahaya
30.4,74,1009,1.68,357,1.29,89,6,1,bahaya
26.56,92,1007,0.35,133,1.65,98,6,1,bahaya
22.91,99,1009,0.67,238,2.2,98,6,1,bahaya
28.13,86,1006,1.3,118,1.39,54,6,1,bahaya
27.8,84,1008,1.51,43,1.29,99,6,1,bahaya
30.38,74,1009,1.57,355,1.27,89,6,1,bahaya
22.57,99,1009,0.76,233,2.43,100,6,1,bahaya
28.15,86,1007,0.85,84,1.33,64,6,1,bahaya
29.75,79,1007,1.36,153,1.62,83,6,1,bahaya
22.85,96,1008,0.87,239,1.37,100,6,1,bahaya
29.43,74,1007,1.19,58,1.26,100,6,1,bahaya
28.43,84,1006,1.44,49,2.31,98,6,1,bahaya
28.69,83,1008,0.93,75,1.47,58,6,1,bahaya
26.82,88,1010,1.27,284,2.14,98,6,1,bahaya
22.57,97,1008,0.8,234,2.1,100,6,1,bahaya
27.72,77,1009,1.99,286,3.4,100,6,1,bahaya
23.4,99,1007,1.34,302,2.78,100,6,1,bahaya
26.88,93,1005,1.13,154,4.11,100,6,1,bahaya
23.85,97,1008,0.62,284,2.57,100,6,1,bahaya
27.96,87,1006,0.33,357,2.2,96,6,1,bahaya
24.48,96,1008,0.68,281,2.14,100,6,1,bahaya
25.94,88,1006,1.37,37,2.61,100,6,1,bahaya
25.12,95,1006,0.75,342,1.92,92,6,1,bahaya
28.19,86,1006,1.23,118,1.4,56,6,1,bahaya
28.31,85,1007,1.19,151,2.86,100,6,1,bahaya
23.32,99,1008,0.91,301,1.93,100,6,1,bahaya
29.01,71,1009,2.15,284,3.89,100,6,1,bahaya
24.35,96,1008,0.72,279,3.81,100,6,1,bahaya
23.04,98,1008,0.52,289,3.11,100,6,1,bahaya
27.2,90,1008,0.41,135,1.53,95,6,1,bahaya
24.47,96,1010,1.18,20,1.61,100,6,1,bahaya
27.06,88,1010,1.34,284,2.15,98,6,1,bahaya
27.22,86,1009,1.19,272,1.65,98,6,1,bahaya
28.79,83,1007,1.2,149,2.17,92,6,1,bahaya
26.93,90,1009,0.66,136,1.76,91,6,1,bahaya
28.75,83,1007,1.19,148,2.19,92,6,1,bahaya
29.03,71,1009,2.15,284,3.9,100,6,1,bahaya
23.89,98,1008,0.36,99,9.14,99,6,1,bahaya
22.75,99,1009,0.74,242,1.64,97,6,1,bahaya
23.12,99,1007,0.84,305,5.22,100,6,1,bahaya
23.34,99,1007,1.16,299,3.45,100,6,1,bahaya
27.46,81,1006,1.34,43,1.98,100,6,1,bahaya
27.58,88,1008,0.56,125,1.36,77,6,1,bahaya
29.46,73,1008,1.23,56,1.28,100,6,1,bahaya
24.82,95,1010,0.45,24,1.7,95,6,1,bahaya
28.07,87,1007,0.88,145,2.41,100,6,1,bahaya
24.68,95,1010,1.04,20,1.54,98,6,1,bahaya
22.6,99,1009,0.64,234,2.42,97,6,1,bahaya
29.24,81,1006,0.14,339,1.49,98,6,1,bahaya
23.6,98,1008,0.78,250,2.07,100,6,1,bahaya
22.84,99,1009,0.65,264,1.66,100,6,1,bahaya
28.38,84,1008,1.3,51,1.96,100,6,1,bahaya
23.6,97,1008,0.66,78,1.41,87,6,1,bahaya
27.73,86,1007,0.8,203,1.48,98,6,1,bahaya
22.82,97,1008,0.7,238,1.77,97,6,1,bahaya
23.39,99,1007,0.9,302,4.14,100,6,1,bahaya
29.54,78,1008,1.2,357,1.61,91,6,1,bahaya
23.56,99,1007,0.9,301,3.16,100,6,1,bahaya
28.77,81,1008,1.01,250,1.35,86,6,1,bahaya
23.34,99,1007,1.13,299,3.53,100,6,1,bahaya
24.17,97,1009,0.8,14,2.81,100,6,1,bahaya
22.82,96,1008,0.87,238,1.33,100,6,1,bahaya
30.0,76,1007,0.15,192,1.52,97,6,1,bahaya
32.14,56,1007,2.35,279,3.14,99,6,1,bahaya
25.47,91,1007,0.94,71,1.79,88,6,1,bahaya
29.41,80,1006,1.55,48,1.46,91,6,1,bahaya
27.17,85,1008,1.22,357,2.13,92,6,1,bahaya
23.41,99,1007,1.16,301,2.39,100,6,1,bahaya
27.97,86,1007,1.06,145,2.69,100,6,1,bahaya
23.54,99,1007,0.97,301,3.1,100,6,1,bahaya
29.4,76,1009,0.98,17,1.35,91,6,1,bahaya
28.53,82,1010,0.93,79,1.78,28,6,1,bahaya
26.37,82,1006,1.25,39,2.19,100,6,1,bahaya
28.25,85,1007,1.07,149,2.7,100,6,1,bahaya
22.88,99,1009,0.56,213,1.81,94,6,1,bahaya
29.32,79,1007,0.81,250,1.38,81,6,1,bahaya
27.54,88,1006,0.52,335,1.31,94,6,1,bahaya
31.87,57,1007,2.35,279,3.32,100,6,1,bahaya
29.53,77,1008,0.59,183,1.69,91,6,1,bahaya
24.57,93,1009,0.76,244,1.53,93,6,1,bahaya
29.35,80,1006,1.52,49,1.51,90,6,1,bahaya
24.72,96,1006,0.72,345,2.19,93,6,1,bahaya
23.81,97,1009,0.69,276,2.0,100,6,1,bahaya
27.1,86,1010,0.85,20,1.35,95,6,1,bahaya
28.54,84,1006,1.19,120,1.45,61,6,1,bahaya
23.3,99,1007,0.86,305,7.35,100,6,1,bahaya
23.2,96,1008,0.85,242,1.64,100,6,1,bahaya
28.9,84,1006,0.87,120,1.52,69,6,1,bahaya
